id,name,hp,attack,defense,speed,image_url,created_at,updated_at
683,accelgor,80,70,40,145,http://assets.pokemon.com/assets/cms2/img/pokedex/full/617.png,current_timestamp,current_timestamp
684,stunfisk,109,66,84,32,http://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png,current_timestamp,current_timestamp
685,mienfoo,45,85,50,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png,current_timestamp,current_timestamp
686,mienshao,65,125,60,105,http://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png,current_timestamp,current_timestamp
687,druddigon,77,120,90,48,http://assets.pokemon.com/assets/cms2/img/pokedex/full/621.png,current_timestamp,current_timestamp
688,golett,59,74,50,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/622.png,current_timestamp,current_timestamp
689,golurk,89,124,80,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/623.png,current_timestamp,current_timestamp
690,pawniard,45,85,70,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/624.png,current_timestamp,current_timestamp
691,bisharp,65,125,100,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png,current_timestamp,current_timestamp
692,bouffalant,95,110,95,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/626.png,current_timestamp,current_timestamp
693,rufflet,70,83,50,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/627.png,current_timestamp,current_timestamp
694,braviary,100,123,75,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png,current_timestamp,current_timestamp
695,vullaby,70,55,75,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/629.png,current_timestamp,current_timestamp
696,mandibuzz,110,65,105,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png,current_timestamp,current_timestamp
697,heatmor,85,97,66,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png,current_timestamp,current_timestamp
698,durant,58,109,112,109,http://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png,current_timestamp,current_timestamp
699,deino,52,65,50,38,http://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png,current_timestamp,current_timestamp
700,zweilous,72,85,70,58,http://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png,current_timestamp,current_timestamp
701,hydreigon,92,105,90,98,http://assets.pokemon.com/assets/cms2/img/pokedex/full/635.png,current_timestamp,current_timestamp
702,larvesta,55,85,55,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/636.png,current_timestamp,current_timestamp
703,volcarona,85,60,65,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/637.png,current_timestamp,current_timestamp
704,cobalion,91,90,129,108,http://assets.pokemon.com/assets/cms2/img/pokedex/full/638.png,current_timestamp,current_timestamp
705,terrakion,91,129,90,108,http://assets.pokemon.com/assets/cms2/img/pokedex/full/639.png,current_timestamp,current_timestamp
706,virizion,91,90,72,108,http://assets.pokemon.com/assets/cms2/img/pokedex/full/640.png,current_timestamp,current_timestamp
707,tornadus-incarnate,79,115,70,111,http://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png,current_timestamp,current_timestamp
708,tornadus-therian,79,100,80,121,http://assets.pokemon.com/assets/cms2/img/pokedex/full/641_f2.png,current_timestamp,current_timestamp
709,thundurus-incarnate,79,115,70,111,http://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png,current_timestamp,current_timestamp
710,thundurus-therian,79,105,70,101,http://assets.pokemon.com/assets/cms2/img/pokedex/full/642_f2.png,current_timestamp,current_timestamp
711,reshiram,100,120,100,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/643.png,current_timestamp,current_timestamp
712,zekrom,100,150,120,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/644.png,current_timestamp,current_timestamp
713,landorus-incarnate,89,125,90,101,http://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png,current_timestamp,current_timestamp
714,landorus-therian,89,145,90,91,http://assets.pokemon.com/assets/cms2/img/pokedex/full/645_f2.png,current_timestamp,current_timestamp
715,kyurem,125,130,90,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png,current_timestamp,current_timestamp
716,kyurem-black,125,170,100,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/646_f2.png,current_timestamp,current_timestamp
717,kyurem-white,125,120,90,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/646_f3.png,current_timestamp,current_timestamp
718,keldeo-ordinary,91,72,90,108,http://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png,current_timestamp,current_timestamp
719,keldeo-resolute,91,72,90,108,http://assets.pokemon.com/assets/cms2/img/pokedex/full/647_f2.png,current_timestamp,current_timestamp
720,meloetta-aria,100,77,77,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png,current_timestamp,current_timestamp
721,meloetta-pirouette,100,128,90,128,http://assets.pokemon.com/assets/cms2/img/pokedex/full/648_f2.png,current_timestamp,current_timestamp
722,genesect,71,120,95,99,http://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png,current_timestamp,current_timestamp
723,chespin,56,61,65,38,http://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png,current_timestamp,current_timestamp
724,quilladin,61,78,95,57,http://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png,current_timestamp,current_timestamp
725,chesnaught,88,107,122,64,http://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png,current_timestamp,current_timestamp
726,fennekin,40,45,40,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png,current_timestamp,current_timestamp
727,braixen,59,59,58,73,http://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png,current_timestamp,current_timestamp
728,delphox,75,69,72,104,http://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png,current_timestamp,current_timestamp
729,froakie,41,56,40,71,http://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png,current_timestamp,current_timestamp
730,frogadier,54,63,52,97,http://assets.pokemon.com/assets/cms2/img/pokedex/full/657.png,current_timestamp,current_timestamp
731,greninja,72,95,67,122,http://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png,current_timestamp,current_timestamp
732,bunnelby,38,36,38,57,http://assets.pokemon.com/assets/cms2/img/pokedex/full/659.png,current_timestamp,current_timestamp
733,diggersby,85,56,77,78,http://assets.pokemon.com/assets/cms2/img/pokedex/full/660.png,current_timestamp,current_timestamp
734,fletchling,45,50,43,62,http://assets.pokemon.com/assets/cms2/img/pokedex/full/661.png,current_timestamp,current_timestamp
735,fletchinder,62,73,55,84,http://assets.pokemon.com/assets/cms2/img/pokedex/full/662.png,current_timestamp,current_timestamp
736,talonflame,78,81,71,126,http://assets.pokemon.com/assets/cms2/img/pokedex/full/663.png,current_timestamp,current_timestamp
737,scatterbug,38,35,40,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/664.png,current_timestamp,current_timestamp
738,spewpa,45,22,60,29,http://assets.pokemon.com/assets/cms2/img/pokedex/full/665.png,current_timestamp,current_timestamp
739,vivillon,80,52,50,89,http://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png,current_timestamp,current_timestamp
740,litleo,62,50,58,72,http://assets.pokemon.com/assets/cms2/img/pokedex/full/667.png,current_timestamp,current_timestamp
741,pyroar,86,68,72,106,http://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png,current_timestamp,current_timestamp
742,flabebe,44,38,39,42,http://assets.pokemon.com/assets/cms2/img/pokedex/full/669.png,current_timestamp,current_timestamp
743,floette,54,45,47,52,http://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png,current_timestamp,current_timestamp
744,floette-eternal,74,65,67,92,http://assets.pokemon.com/assets/cms2/img/pokedex/full/670_f2.png,current_timestamp,current_timestamp
745,florges,78,65,68,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png,current_timestamp,current_timestamp
746,skiddo,66,65,48,52,http://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png,current_timestamp,current_timestamp
747,gogoat,123,100,62,68,http://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png,current_timestamp,current_timestamp
748,pancham,67,82,62,43,http://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png,current_timestamp,current_timestamp
749,pangoro,95,124,78,58,http://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png,current_timestamp,current_timestamp
750,furfrou,75,80,60,102,http://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png,current_timestamp,current_timestamp
751,espurr,62,48,54,68,http://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png,current_timestamp,current_timestamp
752,meowstic-male,74,48,76,104,http://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,current_timestamp,current_timestamp
753,meowstic-female,74,48,76,104,http://assets.pokemon.com/assets/cms2/img/pokedex/full/678_f2.png,current_timestamp,current_timestamp
754,honedge,45,80,100,28,http://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png,current_timestamp,current_timestamp
755,doublade,59,110,150,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png,current_timestamp,current_timestamp
756,aegislash-shield,60,50,150,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,current_timestamp,current_timestamp
757,aegislash-blade,60,150,50,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/681_f2.png,current_timestamp,current_timestamp
758,spritzee,78,52,60,23,http://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png,current_timestamp,current_timestamp
759,aromatisse,101,72,72,29,http://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png,current_timestamp,current_timestamp
760,swirlix,62,48,66,49,http://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png,current_timestamp,current_timestamp
761,slurpuff,82,80,86,72,http://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png,current_timestamp,current_timestamp
762,inkay,53,54,53,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png,current_timestamp,current_timestamp
763,malamar,86,92,88,73,http://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png,current_timestamp,current_timestamp
764,binacle,42,52,67,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png,current_timestamp,current_timestamp
765,barbaracle,72,105,115,68,http://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png,current_timestamp,current_timestamp
766,skrelp,50,60,60,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png,current_timestamp,current_timestamp
767,dragalge,65,75,90,44,http://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png,current_timestamp,current_timestamp
768,clauncher,50,53,62,44,http://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png,current_timestamp,current_timestamp
769,clawitzer,71,73,88,59,http://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png,current_timestamp,current_timestamp
770,helioptile,44,38,33,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png,current_timestamp,current_timestamp
771,heliolisk,62,55,52,109,http://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png,current_timestamp,current_timestamp
772,tyrunt,58,89,77,48,http://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png,current_timestamp,current_timestamp
773,tyrantrum,82,121,119,71,http://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png,current_timestamp,current_timestamp
774,amaura,77,59,50,46,http://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png,current_timestamp,current_timestamp
775,aurorus,123,77,72,58,http://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png,current_timestamp,current_timestamp
776,sylveon,95,65,65,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png,current_timestamp,current_timestamp
777,hawlucha,78,92,75,118,http://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png,current_timestamp,current_timestamp
778,dedenne,67,58,57,101,http://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png,current_timestamp,current_timestamp
779,carbink,50,50,150,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png,current_timestamp,current_timestamp
780,goomy,45,50,35,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png,current_timestamp,current_timestamp
781,sliggoo,68,75,53,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png,current_timestamp,current_timestamp
782,goodra,90,100,70,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png,current_timestamp,current_timestamp
783,klefki,57,80,91,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png,current_timestamp,current_timestamp
784,phantump,43,70,48,38,http://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png,current_timestamp,current_timestamp
785,trevenant,85,110,76,56,http://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png,current_timestamp,current_timestamp
786,pumpkaboo-average,49,66,70,51,http://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png,current_timestamp,current_timestamp
787,pumpkaboo-small,44,66,70,56,http://assets.pokemon.com/assets/cms2/img/pokedex/full/710_f2.png,current_timestamp,current_timestamp
788,pumpkaboo-large,54,66,70,46,http://assets.pokemon.com/assets/cms2/img/pokedex/full/710_f3.png,current_timestamp,current_timestamp
789,pumpkaboo-super,59,66,70,41,http://assets.pokemon.com/assets/cms2/img/pokedex/full/710_f4.png,current_timestamp,current_timestamp
790,gourgeist-average,65,90,122,84,http://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png,current_timestamp,current_timestamp
791,gourgeist-small,55,85,122,99,http://assets.pokemon.com/assets/cms2/img/pokedex/full/711_f2.png,current_timestamp,current_timestamp
792,gourgeist-large,75,95,122,69,http://assets.pokemon.com/assets/cms2/img/pokedex/full/711_f3.png,current_timestamp,current_timestamp
793,gourgeist-super,85,100,122,54,http://assets.pokemon.com/assets/cms2/img/pokedex/full/711_f4.png,current_timestamp,current_timestamp
794,bergmite,55,69,85,28,http://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png,current_timestamp,current_timestamp
795,avalugg,95,117,184,28,http://assets.pokemon.com/assets/cms2/img/pokedex/full/713.png,current_timestamp,current_timestamp
796,noibat,40,30,35,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/714.png,current_timestamp,current_timestamp
797,noivern,85,70,80,123,http://assets.pokemon.com/assets/cms2/img/pokedex/full/715.png,current_timestamp,current_timestamp
798,xerneas,126,131,95,99,http://assets.pokemon.com/assets/cms2/img/pokedex/full/716.png,current_timestamp,current_timestamp
799,yveltal,126,131,95,99,http://assets.pokemon.com/assets/cms2/img/pokedex/full/717.png,current_timestamp,current_timestamp
800,zygarde,108,100,121,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/718.png,current_timestamp,current_timestamp
801,diancie,50,100,150,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/719.png,current_timestamp,current_timestamp
802,diancie-mega,50,160,110,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/719_f2.png,current_timestamp,current_timestamp
803,hoopa,80,110,60,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/720.png,current_timestamp,current_timestamp
804,hoopa-unbound,80,160,60,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/720_f2.png,current_timestamp,current_timestamp
805,volcanion,80,110,120,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/721.png,current_timestamp,current_timestamp
